index,airline_name,overall_rating,review_date,verified,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,year
10785,Hainan Airlines,6,11th January 2020,True,Business,Business Class,January 2020,3,4,1,4,3,True,2020
10786,Hainan Airlines,8,9th January 2020,True,Business,Business Class,December 2018,5,5,5,5,5,True,2018
10787,Hainan Airlines,9,6th January 2020,True,Solo Leisure,Economy Class,January 2020,4,5,4,5,5,True,2020
10788,Hainan Airlines,9,3rd January 2020,True,Business,Economy Class,January 2020,3,5,3,4,4,True,2020
10789,Hainan Airlines,3,20th December 2019,True,Business,Economy Class,December 2019,2,4,1,4,3,False,2019
10790,Hainan Airlines,6,17th December 2019,True,Couple Leisure,Economy Class,December 2019,3,4,1,3,3,False,2019
10791,Hainan Airlines,2,16th December 2019,True,Solo Leisure,Economy Class,December 2019,3,4,1,1,3,False,2019
10792,Hainan Airlines,4,16th December 2019,True,Solo Leisure,Economy Class,December 2019,3,4,1,2,3,False,2019
10793,Hainan Airlines,9,15th December 2019,True,Couple Leisure,Economy Class,December 2019,5,5,5,5,5,True,2019
10794,Hainan Airlines,1,1st December 2019,True,Solo Leisure,Economy Class,November 2019,5,5,5,5,5,True,2019
10795,Hainan Airlines,1,27th November 2019,True,Business,Business Class,November 2019,5,5,5,3,5,True,2019
10796,Hainan Airlines,9,26th November 2019,False,Solo Leisure,Economy Class,March 2019,3,4,4,5,5,True,2019
10797,Hainan Airlines,1,24th November 2019,True,Solo Leisure,Economy Class,November 2019,5,5,5,5,5,True,2019
10798,Hainan Airlines,1,16th November 2019,True,Business,Business Class,November 2019,5,5,5,5,5,True,2019
10799,Hainan Airlines,8,8th November 2019,True,Business,Business Class,October 2019,4,4,5,1,3,True,2019
10800,Hainan Airlines,1,31st October 2019,True,Business,Economy Class,October 2019,3,3,3,1,1,False,2019
10801,Hainan Airlines,1,20th October 2019,True,Family Leisure,Economy Class,October 2019,5,5,5,5,5,True,2019
10802,Hainan Airlines,1,19th October 2019,True,Solo Leisure,Economy Class,October 2019,5,5,5,4,5,True,2019
10803,Hainan Airlines,1,2nd October 2019,True,Solo Leisure,Economy Class,October 2019,5,5,5,5,5,True,2019
10804,Hainan Airlines,9,4th September 2019,True,Solo Leisure,Economy Class,August 2019,5,5,5,4,5,True,2019
10805,Hainan Airlines,1,27th August 2019,True,Family Leisure,Economy Class,August 2019,5,5,5,5,5,True,2019
10806,Hainan Airlines,9,19th August 2019,True,Solo Leisure,Economy Class,August 2019,5,5,4,5,5,True,2019
10807,Hainan Airlines,1,28th July 2019,False,Family Leisure,Business Class,July 2019,5,5,5,4,5,True,2019
10808,Hainan Airlines,5,26th July 2019,True,Couple Leisure,Business Class,June 2019,4,4,3,3,1,False,2019
10809,Hainan Airlines,9,13th July 2019,True,Solo Leisure,Business Class,July 2019,4,5,5,5,5,True,2019
10810,Hainan Airlines,9,2nd July 2019,True,Solo Leisure,Economy Class,June 2019,5,5,5,5,5,True,2019
10811,Hainan Airlines,1,14th June 2019,True,Business,Economy Class,June 2019,5,5,5,4,5,True,2019
10812,Hainan Airlines,1,18th May 2019,True,Business,Business Class,May 2019,4,5,5,5,5,True,2019
10813,Hainan Airlines,1,10th May 2019,True,Solo Leisure,Economy Class,May 2019,5,5,5,5,5,True,2019
10814,Hainan Airlines,1,8th May 2019,True,Solo Leisure,Economy Class,May 2019,5,5,5,5,5,True,2019
10815,Hainan Airlines,1,4th May 2019,True,Solo Leisure,Economy Class,April 2019,5,5,5,5,5,True,2019
10816,Hainan Airlines,1,26th April 2019,True,Business,Business Class,April 2019,5,5,5,3,5,True,2019
10817,Hainan Airlines,1,24th April 2019,True,Family Leisure,Economy Class,April 2019,4,5,4,5,5,True,2019
10818,Hainan Airlines,1,18th April 2019,True,Solo Leisure,Economy Class,April 2019,5,5,5,5,5,True,2019
10819,Hainan Airlines,5,9th April 2019,True,Solo Leisure,Economy Class,April 2019,2,5,3,4,4,True,2019
10820,Hainan Airlines,9,2nd March 2019,True,Solo Leisure,Economy Class,January 2019,5,5,5,5,5,True,2019
10821,Hainan Airlines,2,26th January 2019,True,Solo Leisure,Economy Class,January 2019,2,5,5,4,2,False,2019
10822,Hainan Airlines,9,26th January 2019,True,Solo Leisure,Business Class,January 2019,5,5,5,4,5,True,2019
10823,Hainan Airlines,1,22nd January 2019,True,Business,Business Class,January 2019,5,5,5,2,5,True,2019
10824,Hainan Airlines,1,17th January 2019,True,Solo Leisure,Business Class,January 2019,5,5,5,5,5,True,2019
10825,Hainan Airlines,1,15th January 2019,True,Solo Leisure,Economy Class,January 2019,4,5,5,5,5,True,2019
10826,Hainan Airlines,1,12th January 2019,True,Family Leisure,Economy Class,December 2018,5,5,4,5,5,True,2018
10827,Hainan Airlines,1,11th January 2019,True,Family Leisure,Economy Class,January 2019,2,2,1,1,1,False,2019
10828,Hainan Airlines,1,4th January 2019,True,Solo Leisure,Economy Class,December 2018,5,5,5,5,5,True,2018
10829,Hainan Airlines,7,27th December 2018,True,Solo Leisure,Economy Class,September 2018,4,3,3,4,4,True,2018
10830,Hainan Airlines,9,26th December 2018,True,Business,Economy Class,July 2018,5,5,4,5,5,True,2018
10831,Hainan Airlines,1,25th December 2018,True,Business,Economy Class,December 2018,5,5,5,5,5,True,2018
10833,Hainan Airlines,9,23rd December 2018,True,Business,Business Class,December 2018,5,5,5,5,5,True,2018
10834,Hainan Airlines,9,16th December 2018,True,Solo Leisure,Economy Class,December 2018,5,5,5,5,5,True,2018
10835,Hainan Airlines,1,12th December 2018,True,Business,Business Class,November 2018,5,5,5,4,5,True,2018
10836,Hainan Airlines,1,4th December 2018,True,Business,Business Class,November 2018,5,5,5,5,5,True,2018
10837,Hainan Airlines,9,30th November 2018,True,Business,Business Class,November 2018,4,5,5,1,5,True,2018
10838,Hainan Airlines,9,29th November 2018,True,Solo Leisure,Economy Class,November 2018,5,5,5,5,5,True,2018
10839,Hainan Airlines,9,19th November 2018,True,Business,Business Class,November 2018,5,5,5,3,5,True,2018
10840,Hainan Airlines,1,18th November 2018,True,Couple Leisure,Business Class,November 2018,5,5,5,4,5,True,2018
10841,Hainan Airlines,3,17th November 2018,True,Solo Leisure,Business Class,October 2018,2,5,3,3,3,False,2018
10842,Hainan Airlines,9,10th November 2018,True,Business,Economy Class,November 2018,4,5,4,4,5,True,2018
10843,Hainan Airlines,8,8th November 2018,True,Couple Leisure,Economy Class,October 2018,4,5,5,4,4,True,2018
10844,Hainan Airlines,9,31st October 2018,True,Solo Leisure,Business Class,October 2018,5,5,5,5,4,True,2018
10845,Hainan Airlines,1,16th October 2018,True,Solo Leisure,Economy Class,October 2018,5,5,5,5,5,True,2018
10846,Hainan Airlines,9,30th September 2018,True,Solo Leisure,Economy Class,September 2018,4,4,4,5,5,True,2018
10847,Hainan Airlines,9,21st September 2018,True,Solo Leisure,Economy Class,September 2018,4,5,4,4,5,True,2018
10848,Hainan Airlines,9,20th September 2018,True,Solo Leisure,Economy Class,September 2018,5,5,4,4,5,True,2018
10849,Hainan Airlines,2,19th September 2018,True,Business,Business Class,September 2018,3,4,3,1,2,False,2018
10850,Hainan Airlines,1,12th September 2018,True,Business,Business Class,September 2018,5,5,5,5,5,True,2018
10851,Hainan Airlines,1,5th September 2018,True,Couple Leisure,Business Class,October 2017,5,5,5,5,5,True,2017
10852,Hainan Airlines,1,29th August 2018,True,Family Leisure,Business Class,July 2018,5,5,5,5,5,True,2018
10853,Hainan Airlines,9,29th August 2018,True,Solo Leisure,Economy Class,August 2018,5,5,5,4,5,True,2018
10854,Hainan Airlines,1,25th August 2018,True,Solo Leisure,Economy Class,July 2018,5,5,5,5,5,True,2018
10855,Hainan Airlines,1,14th August 2018,True,Business,Economy Class,August 2018,5,5,5,5,5,True,2018
10856,Hainan Airlines,9,11th August 2018,True,Family Leisure,Business Class,August 2018,5,5,5,5,5,True,2018
10857,Hainan Airlines,1,30th July 2018,True,Family Leisure,Economy Class,July 2018,5,5,5,5,5,True,2018
10858,Hainan Airlines,9,15th July 2018,True,Solo Leisure,Economy Class,July 2018,4,5,5,5,5,True,2018
10859,Hainan Airlines,8,21st June 2018,True,Business,Business Class,June 2018,5,5,5,3,5,False,2018
10860,Hainan Airlines,8,19th June 2018,True,Solo Leisure,Economy Class,June 2018,5,4,5,4,4,True,2018
10861,Hainan Airlines,9,18th June 2018,True,Solo Leisure,Economy Class,June 2018,5,5,5,5,5,True,2018
10862,Hainan Airlines,9,14th June 2018,True,Solo Leisure,Economy Class,June 2018,5,5,5,5,5,True,2018
10863,Hainan Airlines,9,6th June 2018,True,Solo Leisure,Economy Class,May 2018,5,5,5,5,5,True,2018
10864,Hainan Airlines,5,5th June 2018,True,Couple Leisure,Economy Class,June 2018,2,2,4,2,3,False,2018
10865,Hawaiian Airlines,2,19th July 2023,True,Solo Leisure,Economy Class,July 2023,3,4,3,1,1,False,2023
10866,Hawaiian Airlines,1,18th July 2023,True,Couple Leisure,Premium Economy,July 2023,3,3,1,1,2,False,2023
10867,Hawaiian Airlines,1,9th July 2023,True,Solo Leisure,Economy Class,April 2023,3,2,1,1,1,False,2023
10868,Hawaiian Airlines,1,7th June 2023,True,Family Leisure,First Class,June 2023,1,2,2,1,1,False,2023
10869,Hawaiian Airlines,1,3rd June 2023,True,Couple Leisure,Economy Class,May 2023,5,5,1,5,4,True,2023
10870,Hawaiian Airlines,9,27th May 2023,True,Solo Leisure,Economy Class,April 2023,4,5,5,5,5,True,2023
10871,Hawaiian Airlines,2,22nd May 2023,True,Couple Leisure,Economy Class,May 2023,3,4,2,1,1,False,2023
10873,Hawaiian Airlines,1,13th May 2023,True,Family Leisure,Economy Class,May 2023,3,3,3,1,2,False,2023
10874,Hawaiian Airlines,1,13th May 2023,True,Couple Leisure,Economy Class,May 2023,1,1,1,1,1,False,2023
10875,Hawaiian Airlines,1,13th May 2023,True,Family Leisure,Economy Class,May 2023,3,2,3,1,1,False,2023
10876,Hawaiian Airlines,2,11th May 2023,True,Business,Economy Class,March 2023,3,3,1,1,1,False,2023
10877,Hawaiian Airlines,1,8th May 2023,False,Family Leisure,Economy Class,May 2023,5,5,3,1,1,False,2023
10878,Hawaiian Airlines,4,8th May 2023,True,Business,Economy Class,May 2023,4,3,1,1,2,False,2023
10880,Hawaiian Airlines,1,7th May 2023,False,Couple Leisure,Economy Class,May 2023,1,1,1,1,1,False,2023
10881,Hawaiian Airlines,9,6th May 2023,True,Business,Economy Class,May 2023,5,5,1,5,5,True,2023
10882,Hawaiian Airlines,2,5th May 2023,False,Couple Leisure,Economy Class,November 2022,1,1,1,1,2,False,2022
10883,Hawaiian Airlines,5,2nd May 2023,True,Business,Economy Class,May 2023,2,4,1,1,3,False,2023
10884,Hawaiian Airlines,1,25th April 2023,False,Couple Leisure,Premium Economy,April 2023,3,3,2,1,1,False,2023
10885,Hawaiian Airlines,1,19th April 2023,False,Family Leisure,Economy Class,April 2023,1,1,1,1,1,False,2023
10886,Hawaiian Airlines,1,9th April 2023,True,Family Leisure,Economy Class,April 2023,1,3,1,1,1,False,2023
10887,Hawaiian Airlines,1,16th March 2023,True,Couple Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
10888,Hawaiian Airlines,4,16th March 2023,True,Couple Leisure,Premium Economy,March 2023,2,4,1,4,3,False,2023
10889,Hawaiian Airlines,1,16th March 2023,False,Solo Leisure,Economy Class,March 2023,2,2,1,1,2,False,2023
10890,Hawaiian Airlines,1,16th March 2023,False,Couple Leisure,Economy Class,March 2023,2,2,2,1,3,False,2023
10891,Hawaiian Airlines,3,15th March 2023,True,Solo Leisure,Economy Class,March 2023,2,3,3,3,1,False,2023
10892,Hawaiian Airlines,2,11th March 2023,False,Business,Premium Economy,February 2023,3,1,2,1,2,False,2023
10893,Hawaiian Airlines,1,11th March 2023,False,Solo Leisure,Premium Economy,July 2022,1,1,1,1,1,False,2022
10894,Hawaiian Airlines,1,5th March 2023,False,Couple Leisure,Economy Class,March 2023,2,1,1,1,1,False,2023
10895,Hawaiian Airlines,1,4th March 2023,False,Family Leisure,Economy Class,March 2023,2,1,1,2,1,False,2023
10896,Hawaiian Airlines,2,26th February 2023,True,Business,Business Class,February 2023,1,1,2,1,2,False,2023
10897,Hawaiian Airlines,2,26th February 2023,True,Solo Leisure,Economy Class,February 2023,1,1,1,1,1,False,2023
10898,Hawaiian Airlines,3,16th February 2023,True,Couple Leisure,Economy Class,February 2023,5,5,5,5,5,False,2023
10899,Hawaiian Airlines,1,1st February 2023,False,Couple Leisure,Premium Economy,February 2023,1,1,1,1,1,False,2023
10900,Hawaiian Airlines,8,21st January 2023,False,Solo Leisure,Business Class,January 2023,4,5,4,3,4,True,2023
10901,Hawaiian Airlines,1,5th January 2023,False,Couple Leisure,First Class,January 2023,1,1,1,1,1,False,2023
10902,Hawaiian Airlines,1,5th January 2023,True,Family Leisure,Premium Economy,July 2022,1,3,1,1,1,False,2022
10903,Hawaiian Airlines,2,3rd January 2023,False,Couple Leisure,Economy Class,January 2023,3,3,3,1,1,False,2023
10904,Hawaiian Airlines,1,22nd December 2022,False,Couple Leisure,Economy Class,December 2022,2,3,1,1,3,False,2022
10905,Hawaiian Airlines,1,20th December 2022,False,Family Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
10906,Hawaiian Airlines,1,19th December 2022,False,Solo Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
10907,Hawaiian Airlines,1,12th December 2022,False,Couple Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
10908,Hawaiian Airlines,1,2nd December 2022,True,Couple Leisure,Premium Economy,March 2022,1,1,1,1,1,False,2022
10909,Hawaiian Airlines,1,24th November 2022,False,Couple Leisure,Economy Class,November 2022,3,1,1,1,2,False,2022
10910,Hawaiian Airlines,1,19th November 2022,False,Solo Leisure,First Class,August 2022,1,1,1,1,1,False,2022
10911,Hawaiian Airlines,1,11th November 2022,False,Couple Leisure,Premium Economy,November 2022,1,1,1,1,1,False,2022
10912,Hawaiian Airlines,2,4th November 2022,True,Couple Leisure,Economy Class,November 2022,1,3,2,1,1,False,2022
10913,Hawaiian Airlines,1,3rd November 2022,True,Couple Leisure,Business Class,October 2022,4,5,3,1,5,False,2022
10914,Hawaiian Airlines,1,24th October 2022,True,Couple Leisure,Economy Class,October 2022,2,3,1,1,2,False,2022
10915,Hawaiian Airlines,1,23rd October 2022,False,Couple Leisure,Economy Class,October 2022,2,2,2,1,1,False,2022
10916,Hawaiian Airlines,1,21st October 2022,False,Family Leisure,Economy Class,October 2022,3,4,3,1,1,False,2022
10917,Hawaiian Airlines,2,14th October 2022,False,Solo Leisure,Economy Class,October 2022,3,4,4,1,1,False,2022
10918,Hawaiian Airlines,1,23rd September 2022,True,Family Leisure,First Class,September 2022,1,5,2,1,1,False,2022
10919,Hawaiian Airlines,4,20th September 2022,True,Couple Leisure,Economy Class,September 2022,1,4,4,4,2,False,2022
10920,Hawaiian Airlines,5,29th August 2022,True,Couple Leisure,Economy Class,August 2022,3,4,4,4,3,False,2022
10921,Hawaiian Airlines,1,27th August 2022,False,Couple Leisure,Economy Class,August 2022,1,1,1,1,1,False,2022
10922,Hawaiian Airlines,9,26th August 2022,True,Couple Leisure,Economy Class,August 2022,5,5,5,5,5,True,2022
10923,Hawaiian Airlines,1,24th August 2022,True,Solo Leisure,First Class,August 2022,5,5,5,4,5,True,2022
10924,Hawaiian Airlines,1,23rd August 2022,True,Solo Leisure,Economy Class,August 2022,1,1,1,1,1,False,2022
10925,Hawaiian Airlines,3,21st August 2022,True,Family Leisure,Economy Class,August 2022,3,2,3,1,2,False,2022
10926,Hawaiian Airlines,5,20th August 2022,True,Solo Leisure,Economy Class,August 2022,1,3,1,5,1,False,2022
10927,Hawaiian Airlines,1,16th August 2022,True,Family Leisure,Economy Class,August 2022,1,1,1,1,1,False,2022
10928,Hawaiian Airlines,2,12th August 2022,False,Couple Leisure,Economy Class,August 2022,3,1,1,1,1,False,2022
10929,Hawaiian Airlines,3,28th July 2022,True,Couple Leisure,Economy Class,May 2022,4,4,3,3,3,False,2022
10930,Hawaiian Airlines,2,27th July 2022,False,Couple Leisure,Premium Economy,April 2022,3,2,3,2,1,False,2022
10931,Hawaiian Airlines,4,26th July 2022,True,Couple Leisure,Economy Class,July 2022,4,3,1,1,3,False,2022
10932,Hawaiian Airlines,1,23rd July 2022,True,Couple Leisure,Economy Class,July 2022,1,3,1,1,1,False,2022
10933,Hawaiian Airlines,6,8th July 2022,True,Family Leisure,Economy Class,July 2022,5,5,5,5,3,True,2022
10934,Hawaiian Airlines,3,7th July 2022,True,Family Leisure,Economy Class,July 2022,4,2,1,1,2,False,2022
10935,Hawaiian Airlines,1,7th July 2022,False,Couple Leisure,Economy Class,March 2022,1,1,1,1,1,False,2022
10936,Hawaiian Airlines,7,30th June 2022,True,Family Leisure,Economy Class,July 2021,5,5,5,4,2,True,2021
10937,Hawaiian Airlines,2,26th June 2022,True,Family Leisure,Economy Class,June 2022,3,2,3,1,3,False,2022
10938,Hawaiian Airlines,5,24th June 2022,True,Solo Leisure,First Class,May 2022,3,5,3,3,3,True,2022
10939,Hawaiian Airlines,9,19th June 2022,False,Family Leisure,Economy Class,June 2022,5,5,3,5,5,True,2022
10940,Hawaiian Airlines,1,7th June 2022,False,Family Leisure,Premium Economy,June 2022,1,1,1,1,1,False,2022
10941,Hawaiian Airlines,8,2nd June 2022,True,Solo Leisure,First Class,June 2022,5,5,2,4,4,True,2022
10942,Hawaiian Airlines,1,26th May 2022,True,Family Leisure,Economy Class,May 2022,4,4,4,3,5,True,2022
10943,Hawaiian Airlines,2,3rd May 2022,True,Couple Leisure,First Class,March 2022,3,1,1,3,1,False,2022
10944,Hawaiian Airlines,7,24th April 2022,True,Couple Leisure,First Class,April 2022,2,3,2,2,3,True,2022
10945,Hawaiian Airlines,5,19th April 2022,False,Solo Leisure,Economy Class,April 2022,4,5,2,5,4,False,2022
10946,Hawaiian Airlines,1,12th April 2022,False,Solo Leisure,Economy Class,April 2022,2,1,1,1,1,False,2022
10947,Hawaiian Airlines,1,1st April 2022,False,Couple Leisure,Economy Class,March 2022,1,1,1,1,1,False,2022
10948,Hawaiian Airlines,1,29th March 2022,False,Couple Leisure,Economy Class,March 2022,3,3,1,3,1,False,2022
10949,Hawaiian Airlines,1,22nd March 2022,False,Couple Leisure,Premium Economy,September 2021,1,1,1,1,1,False,2021
10950,Hawaiian Airlines,2,15th March 2022,True,Business,Economy Class,March 2022,1,1,1,1,1,False,2022
10951,Hawaiian Airlines,3,11th March 2022,True,Business,Economy Class,March 2022,3,3,3,4,2,False,2022
10952,Hawaiian Airlines,2,5th March 2022,False,Family Leisure,Economy Class,March 2022,3,3,1,1,1,False,2022
10953,Hawaiian Airlines,7,25th February 2022,True,Solo Leisure,First Class,February 2022,5,5,2,4,4,True,2022
10954,Hawaiian Airlines,1,23rd February 2022,True,Family Leisure,Economy Class,March 2021,4,3,2,3,1,False,2021
10955,Hawaiian Airlines,8,19th February 2022,True,Couple Leisure,Economy Class,February 2022,3,4,3,3,4,True,2022
10956,Hawaiian Airlines,8,19th February 2022,True,Couple Leisure,Economy Class,February 2022,3,4,3,3,4,True,2022
10957,Hawaiian Airlines,1,10th February 2022,True,Family Leisure,Economy Class,February 2022,2,1,1,1,1,False,2022
10958,Hawaiian Airlines,8,2nd February 2022,True,Solo Leisure,First Class,February 2022,4,5,4,5,4,True,2022
10960,Hawaiian Airlines,2,19th January 2022,True,Couple Leisure,Economy Class,January 2022,3,1,1,1,1,False,2022
10962,Hawaiian Airlines,1,13th December 2021,False,Couple Leisure,Economy Class,December 2021,1,1,1,1,1,False,2021
10963,Hawaiian Airlines,2,10th December 2021,False,Solo Leisure,Economy Class,December 2021,2,3,1,1,2,False,2021
10964,Hawaiian Airlines,1,3rd December 2021,False,Family Leisure,Economy Class,December 2021,1,1,1,1,1,False,2021
10966,Hi Fly,1,26th July 2022,False,Family Leisure,Economy Class,July 2022,1,1,1,1,1,False,2022
10967,Hi Fly,1,21st December 2019,True,Couple Leisure,Economy Class,December 2019,5,5,4,5,4,True,2019
10968,Hi Fly,9,16th October 2019,False,Couple Leisure,Economy Class,September 2019,4,5,4,5,5,True,2019
10969,Hi Fly,2,8th October 2019,True,Couple Leisure,Economy Class,October 2019,1,1,1,1,1,False,2019
10970,Hi Fly,9,17th January 2019,True,Family Leisure,Economy Class,December 2018,5,5,5,5,5,True,2018
10971,Hi Fly,1,17th January 2019,True,Family Leisure,Economy Class,January 2019,5,5,5,5,5,True,2019
10972,Hi Fly,1,27th December 2018,False,Family Leisure,Business Class,December 2018,5,5,5,5,5,True,2018
10973,Hi Fly,8,3rd December 2018,False,Family Leisure,Economy Class,December 2018,3,5,4,4,5,True,2018
10974,Hi Fly,3,12th October 2018,False,Solo Leisure,Economy Class,October 2018,2,1,2,1,1,False,2018
10975,Hi Fly,1,25th September 2018,True,Couple Leisure,First Class,September 2018,4,5,5,5,5,True,2018
10976,Hi Fly,1,6th August 2018,False,Solo Leisure,Economy Class,August 2018,5,5,5,5,5,True,2018
10977,Hi Fly,1,25th June 2018,False,Family Leisure,Economy Class,July 2017,1,1,1,1,1,False,2017
10978,Hi Fly,2,20th June 2018,True,Couple Leisure,Economy Class,May 2018,1,1,1,1,1,False,2018
10979,Hi Fly,7,30th May 2018,True,Couple Leisure,Business Class,May 2018,5,4,3,3,4,False,2018
10980,Hi Fly,1,27th March 2018,True,Family Leisure,Premium Economy,March 2018,2,1,1,1,1,False,2018
10981,Hi Fly,1,5th July 2017,False,Couple Leisure,Premium Economy,June 2017,3,1,2,1,1,False,2017
10982,Hi Fly,2,23rd February 2017,False,Couple Leisure,Premium Economy,February 2017,1,1,1,1,1,False,2017
10983,Hi Fly,9,13th April 2016,False,Family Leisure,Economy Class,April 2016,5,5,5,4,5,True,2016
10984,Hi Fly,9,9th March 2016,False,Family Leisure,Economy Class,December 2015,5,5,5,5,5,True,2015
10985,Hi Fly,3,8th January 2016,False,Couple Leisure,Economy Class,January 2016,1,2,1,2,2,False,2016
10986,Hi Fly,8,23rd August 2015,False,Family Leisure,Economy Class,August 2015,4,4,4,4,4,True,2015
10987,Hi Fly,8,16th August 2015,False,Couple Leisure,Economy Class,July 2015,3,5,3,3,3,True,2015
10989,HiSky,9,12th July 2023,False,Solo Leisure,Economy Class,June 2023,5,5,1,5,4,True,2023
10990,HiSky,1,10th January 2023,True,Solo Leisure,Economy Class,November 2022,1,1,1,1,1,False,2022
10991,HiSky,9,12th December 2022,False,Couple Leisure,Economy Class,December 2022,5,5,1,5,5,True,2022
10992,HiSky,1,16th August 2022,True,Couple Leisure,Economy Class,August 2022,1,3,1,1,1,False,2022
10993,Hong Kong Airlines,4,9th June 2023,True,Business,Economy Class,June 2023,3,4,1,1,3,False,2023
10994,Hong Kong Airlines,7,25th April 2023,False,Family Leisure,Economy Class,April 2023,4,5,3,4,3,True,2023
10995,Hong Kong Airlines,7,2nd April 2023,True,Solo Leisure,Economy Class,April 2023,3,3,3,4,4,True,2023
10996,Hong Kong Airlines,8,17th March 2023,True,Solo Leisure,Economy Class,March 2023,4,5,4,4,5,True,2023
10997,Hong Kong Airlines,1,27th February 2023,True,Solo Leisure,Economy Class,February 2023,5,5,5,5,5,True,2023
10998,Hong Kong Airlines,9,29th December 2022,True,Solo Leisure,Business Class,December 2022,5,5,4,5,5,True,2022
11000,Hong Kong Airlines,1,11th January 2020,True,Solo Leisure,Economy Class,January 2020,1,2,3,1,2,False,2020
11001,Hong Kong Airlines,7,16th December 2019,True,Solo Leisure,Economy Class,December 2019,4,5,1,2,3,True,2019
11002,Hong Kong Airlines,1,12th December 2019,True,Family Leisure,Economy Class,December 2019,1,1,1,1,1,False,2019
11003,Hong Kong Airlines,3,19th November 2019,True,Business,Economy Class,November 2019,2,1,1,1,1,False,2019
11004,Hong Kong Airlines,8,29th October 2019,True,Solo Leisure,Economy Class,October 2019,2,3,2,4,3,False,2019
11005,Hong Kong Airlines,1,23rd October 2019,True,Business,Economy Class,October 2019,4,4,2,5,5,True,2019
11007,Hong Kong Airlines,3,13th September 2019,False,Business,Business Class,September 2019,3,2,2,3,2,False,2019
11008,Hong Kong Airlines,1,21st August 2019,True,Family Leisure,Economy Class,August 2019,3,5,3,4,5,True,2019
11009,Hong Kong Airlines,3,1st August 2019,True,Solo Leisure,Economy Class,July 2019,2,4,4,1,2,True,2019
11011,Hong Kong Airlines,8,30th May 2019,True,Business,Economy Class,March 2019,4,5,2,4,5,True,2019
11012,Hong Kong Airlines,7,22nd May 2019,True,Solo Leisure,Economy Class,March 2019,3,3,3,3,3,True,2019
11013,Hong Kong Airlines,9,27th April 2019,True,Solo Leisure,Business Class,April 2019,4,4,3,4,4,True,2019
11014,Hong Kong Airlines,1,26th April 2019,True,Family Leisure,Economy Class,April 2019,2,3,2,1,3,False,2019
11015,Hong Kong Airlines,1,25th April 2019,True,Solo Leisure,Economy Class,April 2019,1,1,1,1,1,False,2019
11016,Hong Kong Airlines,8,2nd April 2019,True,Solo Leisure,Business Class,March 2019,5,5,4,5,5,True,2019
11017,Hong Kong Airlines,4,29th March 2019,True,Solo Leisure,Business Class,March 2019,4,2,2,5,5,False,2019
11018,Hong Kong Airlines,1,11th March 2019,True,Family Leisure,Economy Class,March 2019,2,2,2,1,1,False,2019
11019,Hong Kong Airlines,1,27th January 2019,True,Family Leisure,Economy Class,January 2019,3,2,2,1,1,False,2019
11020,Hong Kong Airlines,8,23rd January 2019,True,Solo Leisure,Business Class,January 2019,3,4,3,4,4,True,2019
11021,Hong Kong Airlines,2,16th January 2019,True,Couple Leisure,Business Class,January 2019,4,1,3,3,3,False,2019
11022,Hong Kong Airlines,5,8th January 2019,True,Family Leisure,Economy Class,January 2019,2,4,2,2,3,False,2019
11023,Hong Kong Airlines,3,6th January 2019,True,Solo Leisure,Economy Class,January 2019,1,1,1,1,2,False,2019
11024,Hong Kong Airlines,4,28th December 2018,True,Couple Leisure,Economy Class,December 2018,1,2,1,2,4,False,2018
11025,Hong Kong Airlines,1,11th December 2018,False,Family Leisure,Economy Class,November 2018,5,5,5,5,5,True,2018
11026,Hong Kong Airlines,1,30th November 2018,True,Family Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
11027,Hong Kong Airlines,1,27th November 2018,True,Family Leisure,Economy Class,November 2018,3,4,2,1,1,False,2018
11028,Hong Kong Airlines,8,20th September 2018,True,Couple Leisure,Business Class,June 2018,4,4,3,4,5,True,2018
11029,Hong Kong Airlines,8,27th August 2018,True,Solo Leisure,Business Class,August 2018,4,5,4,4,4,True,2018
11030,Hong Kong Airlines,2,12th June 2018,True,Couple Leisure,Economy Class,March 2018,3,2,2,5,2,False,2018
11031,Hong Kong Airlines,1,9th June 2018,True,Couple Leisure,Economy Class,June 2018,3,3,1,1,1,False,2018
11032,Hong Kong Airlines,6,27th May 2018,False,Solo Leisure,Economy Class,December 2017,4,5,5,1,1,True,2017
11033,Hong Kong Airlines,7,25th May 2018,True,Couple Leisure,Economy Class,November 2017,4,4,5,4,5,True,2017
11035,Hong Kong Airlines,7,11th May 2018,True,Solo Leisure,Economy Class,March 2018,4,3,1,5,4,True,2018
11036,Hong Kong Airlines,4,11th May 2018,True,Couple Leisure,Economy Class,May 2018,2,1,1,2,4,False,2018
11037,Hong Kong Airlines,7,19th April 2018,True,Couple Leisure,Economy Class,March 2018,4,3,3,4,5,True,2018
11039,Hong Kong Airlines,7,15th March 2018,True,Solo Leisure,Economy Class,March 2018,4,5,2,5,5,True,2018
11040,Hong Kong Airlines,9,21st February 2018,True,Solo Leisure,Economy Class,October 2017,4,4,4,5,5,True,2017
